model,clip,ground_truth,hypothesis,wer,latency_s
small.en,1988-147956-0007,my grandmother always spoke in a very loud tone to foreigners as if they were deaf,"My grandmother always spoke in a very loud tone to foreigners, as if they were deaf.",0.0000,0.1863
small.en,3536-23268-0002,yet did the watchful miss woodley oftentimes hear a sigh escape from her unknown to herself till she was reminded of it and then a sudden blush would instantly overspread her face,"Yet, did the watchful Miss Woodley oftentimes hear a sigh escape from her unknown to herself, till she was reminded of it, and then a sudden blush would instantly overspread her face.",0.0000,0.3340
small.en,1462-170142-0010,i'll do anything you wish me to bartley she said tremulously,"I'll do anything you wish me to, Bartley,"" she said tremulously.",0.0000,0.1512
small.en,6241-61943-0013,then without further remark he put his finger to his lips frowned darkly and descended into the small boat which awaited us,"Then, without further remark, he put his finger to his lips, frowned darkly, and descended into the small boat which awaited us.",0.0000,0.2703
small.en,1919-142785-0035,sufficient to serve with five or six mackerel,It's sufficient to serve with 5 or 6 mackerel.,0.3750,0.1041
small.en,3081-166546-0070,i'll wait here till you're ready explain yourself to the lady tell her i'm an old and rheumatic invalid who has been used to asking his own questions,I'll wait here till you're ready. Explain yourself to the lady. Tell her I'm an old and rheumatic invalid who has been used to asking his own questions.,0.0000,0.3407
small.en,6319-275224-0001,you surely cannot suppose that in a natural state you would be forced to climb regularly up one tall bare stick such as i see you upon now,"You surely cannot suppose that in a natural state you would be forced to climb regularly up one tall, bare stick such as I see you upon now.",0.0000,0.2162
small.en,8297-275155-0007,how nice of you to come so soon she began,"How nice of you to come so soon, she began.",0.0000,0.1406
small.en,1462-170142-0035,oh bartley what am i to do,"Oh Bartley, what am I to do?",0.0000,0.1109
small.en,2277-149896-0018,his first impulse was to write but four words in reply go to the devil,His first impulse was to write but four words in reply. Go to the devil,0.0000,0.1875
small.en,5536-43358-0001,the original attitude of the american indian toward the eternal the great mystery that surrounds and embraces us was as simple as it was exalted,"The original attitude of the American Indian toward the eternal, the great mystery that surrounds and embraces us, was as simple as it was exalted.",0.0000,0.1845
small.en,1919-142785-0039,illustration marjoram,"Illustration, Margerum.",0.5000,0.0952
small.en,777-126732-0081,comfortable dear,"Comfortable, dear?",0.0000,0.0831
small.en,3536-8226-0008,the paternal parent has a right to his infants no doubt that was bozzle's law,"The paternal parent has a right to his infants, no doubt. That was Basel's law.",0.0667,0.1972
small.en,5895-34629-0012,all southwark ran in crowds to admire the laughing man,All Southwork ran in crowds to admire the laughing men.,0.2000,0.1203
small.en,652-129742-0015,put the pulp into a basin with two ounces of melted butter two tablespoonfuls of lemon juice half a pound of chestnuts boiled and grated and seasoning of salt and white pepper to taste,"Put the pulp into a basin with 2 ounces of melted butter, 2 tablespoons of lemon juice, half a pound of chestnuts boiled and grated, and seasoning of salt and white pepper to taste.",0.0882,0.3253
small.en,6345-64257-0019,thus was she borne away captive of her dead neither willing nor unwilling of life and death equally careless,"Thus was she born away captive of her dead, neither willing nor unwilling, of life and death equally careless.",0.0526,0.2237
small.en,2902-9008-0014,and her voice took a tone which made it somewhat uncertain whether in spite of all the lofty impassibility which she felt bound to possess she did not hate pelagia with a most human and mundane hatred,"And her voice took a tone which made it somewhat uncertain weather, in spite of all the lofty impassibility which she felt bound to possess, she did not hate Pelagia with a most human and mundane hatred.",0.0270,0.3350
small.en,2035-147961-0034,wherever they went the story followed them,"Wherever they went, the story followed them.",0.0000,0.1048
small.en,3853-163249-0010,excellently i like pride of your sort impetuosity becomes you for you have learned to control it if need be and the ambition is best of all,"Excellently, I like pride of your sort. Impetuosity becomes you, for you have learned to control it if need be, and the ambition is best of all.",0.0000,0.2628
small.en,1919-142785-0038,pound well and bind with one or two eggs which have been previously beaten and strained,"pound well, and bind with one or two eggs, which have been previously beaten and strained.",0.0000,0.1796
small.en,3536-8226-0017,then bozzle came forward and introduced his wife,Then Basel came forward and introduced his wife.,0.1250,0.0983
small.en,3576-138058-0000,master and man dismounted from their beasts and as soon as they had settled themselves at the foot of the trees sancho who had had a good noontide meal that day let himself without more ado pass the gates of sleep,"Master and man dismounted from their beasts, and as soon as they had settled themselves at the foot of the trees, Sancho, who had had a good noontime meal that day, let himself, without more ado, pass the gates of sleep.",0.0244,0.4054
small.en,84-121550-0010,nor even thus our way continued far before the lady wholly turned herself unto me saying brother look and listen,"Nor even thus our way continued far before the lady wholly turned herself unto me, saying, Brother, look and listen.",0.0000,0.2055
